employeenumber,age,gender,maritalstatus,education,department,jobrole,joblevel,monthlyincome,percentsalaryhike,jobsatisfaction,environmentsatisfaction,worklifebalance,tenure_years,yearsincurrentrole,yearssincelastpromotion,overtime,attrition_flag
1976,42,Male,Single,2,Research & Development,Research Scientist,2,4332,12,3,4,3,20,9,3,No,0
1979,31,Female,Married,3,Research & Development,Research Director,3,11031,20,3,3,4,11,7,4,No,0
1980,54,Female,Single,3,Research & Development,Manufacturing Director,2,4440,19,1,3,3,5,2,1,Yes,0
1981,24,Male,Single,2,Research & Development,Healthcare Representative,2,4617,12,3,2,2,4,3,1,No,0
1982,23,Male,Single,2,Research & Development,Laboratory Technician,1,2647,13,4,4,4,5,2,1,No,0
1985,40,Female,Married,3,Research & Development,Laboratory Technician,2,6323,11,3,4,4,10,9,9,No,0
1986,40,Female,Married,2,Sales,Sales Executive,2,5677,14,2,2,3,11,8,5,No,0
1987,25,Female,Married,3,Human Resources,Human Resources,1,2187,14,2,3,3,2,0,1,No,0
1989,30,Male,Married,2,Research & Development,Laboratory Technician,1,3748,13,2,4,2,12,8,1,No,0
1992,25,Male,Divorced,1,Research & Development,Laboratory Technician,1,3977,19,3,4,2,2,2,0,Yes,0
1993,47,Male,Single,3,Research & Development,Healthcare Representative,3,8633,23,3,1,3,17,14,12,No,0
1994,33,Male,Divorced,2,Research & Development,Laboratory Technician,1,2008,12,3,2,2,1,1,0,No,0
1995,38,Male,Married,4,Sales,Sales Executive,2,4440,15,2,4,3,15,13,5,No,0
1996,31,Male,Married,2,Sales,Sales Representative,1,3067,19,3,1,3,2,2,1,No,0
1997,38,Male,Married,4,Research & Development,Manufacturing Director,2,5321,11,3,1,3,8,3,7,No,0
1998,42,Male,Divorced,4,Research & Development,Research Scientist,2,5410,17,1,4,2,4,3,1,Yes,0
1999,41,Male,Married,3,Research & Development,Research Scientist,1,2782,22,4,4,3,5,3,1,No,0
2000,47,Female,Married,1,Research & Development,Research Director,3,11957,18,2,3,1,13,8,5,No,0
2003,35,Male,Married,4,Research & Development,Laboratory Technician,1,2660,11,3,4,3,2,2,2,Yes,0
2007,22,Male,Single,2,Research & Development,Research Scientist,1,3375,12,3,4,4,3,2,1,No,0
2008,35,Male,Single,4,Research & Development,Research Scientist,2,5098,19,3,2,3,10,7,0,No,0
2009,33,Female,Married,2,Research & Development,Healthcare Representative,2,4878,13,4,2,3,9,7,8,Yes,0
2010,32,Female,Single,4,Research & Development,Laboratory Technician,1,2837,13,2,3,3,6,2,4,No,0
2012,40,Male,Married,4,Research & Development,Laboratory Technician,1,2406,19,4,1,2,1,0,0,No,0
2013,32,Male,Married,4,Sales,Sales Representative,1,2269,14,2,2,3,2,2,2,No,0
2014,39,Male,Single,1,Research & Development,Research Scientist,2,4108,13,4,1,3,7,7,1,No,0
2015,38,Female,Married,3,Research & Development,Research Director,3,13206,12,3,2,3,18,16,1,No,0
2016,32,Female,Married,4,Sales,Sales Executive,3,10422,19,4,3,3,14,10,5,No,0
2017,37,Female,Married,3,Research & Development,Research Director,3,13744,25,4,3,3,16,11,6,Yes,0
2018,25,Female,Divorced,2,Sales,Sales Executive,2,4907,22,3,1,2,5,3,0,Yes,0
2019,52,Male,Divorced,4,Sales,Sales Representative,1,3482,15,4,1,2,9,8,0,No,0
2020,44,Male,Single,3,Research & Development,Research Scientist,1,2436,12,4,2,3,4,3,1,Yes,0
2021,21,Male,Single,1,Sales,Sales Representative,1,2380,11,1,3,3,2,2,1,Yes,0
2022,39,Male,Single,3,Research & Development,Manager,5,19431,13,4,4,2,6,0,1,No,0
2023,23,Male,Married,3,Sales,Sales Representative,1,1790,19,1,4,2,1,0,1,No,1
2024,36,Female,Married,3,Sales,Sales Executive,3,7644,19,4,1,3,9,7,3,No,0
2025,36,Female,Divorced,2,Research & Development,Manufacturing Director,2,5131,13,2,4,3,4,2,0,No,0
2026,56,Male,Divorced,4,Research & Development,Healthcare Representative,2,6306,21,3,3,2,13,12,1,No,0
2027,29,Male,Married,4,Research & Development,Research Scientist,1,4787,14,4,1,4,2,2,2,Yes,1
2031,42,Male,Married,3,Research & Development,Manager,5,18880,11,3,1,2,22,6,4,No,0
2032,56,Male,Married,2,Research & Development,Laboratory Technician,1,2339,11,3,4,1,10,9,9,No,1
2034,41,Female,Married,4,Research & Development,Manufacturing Director,4,13570,23,2,1,3,20,7,0,No,0
2035,34,Female,Married,3,Sales,Sales Executive,2,6712,21,3,4,3,8,7,1,No,0
2036,36,Male,Divorced,4,Sales,Sales Executive,2,5406,24,4,4,2,15,12,11,No,0
2037,41,Male,Divorced,3,Sales,Sales Executive,2,8938,11,2,3,3,5,4,0,No,0
2038,32,Male,Single,3,Research & Development,Research Scientist,1,2439,14,1,4,3,4,2,1,No,0
2040,35,Female,Single,4,Human Resources,Human Resources,3,8837,16,4,3,3,9,0,1,Yes,0
2041,38,Female,Married,2,Sales,Sales Executive,2,5343,11,4,1,3,10,7,1,No,0
2044,50,Male,Divorced,4,Sales,Sales Executive,2,6728,12,3,2,3,6,3,0,No,1
2045,36,Female,Married,4,Sales,Sales Executive,2,6652,13,4,2,2,6,3,0,No,0
2046,45,Female,Single,3,Sales,Sales Executive,2,4850,15,3,4,3,5,3,0,No,0
2048,40,Male,Single,4,Research & Development,Research Scientist,1,2809,14,3,3,3,2,2,2,No,0
2049,35,Male,Married,4,Research & Development,Healthcare Representative,2,5689,14,3,3,4,10,2,0,Yes,0
2051,40,Female,Married,4,Research & Development,Research Scientist,1,2001,14,3,3,3,5,3,0,No,0
2052,35,Female,Married,4,Research & Development,Research Scientist,1,2977,12,4,3,3,4,3,1,No,0
2053,29,Male,Married,2,Research & Development,Laboratory Technician,2,4025,13,2,4,3,4,3,0,Yes,0
2054,29,Female,Single,4,Research & Development,Research Scientist,1,3785,14,1,4,1,5,4,0,No,0
2055,50,Male,Divorced,3,Sales,Sales Executive,3,10854,13,1,4,3,3,2,2,Yes,1
2056,39,Female,Married,1,Sales,Sales Executive,4,12031,11,4,2,2,20,9,9,No,0
2057,31,Male,Single,3,Research & Development,Manufacturing Director,2,9936,19,1,2,3,9,4,1,No,0
2060,26,Female,Single,3,Sales,Sales Representative,1,2966,18,3,4,3,4,2,0,No,0
2061,36,Male,Married,2,Research & Development,Laboratory Technician,2,2571,17,4,3,3,5,2,0,No,0
2062,39,Male,Married,1,Research & Development,Healthcare Representative,3,9991,15,1,4,3,7,7,1,No,0
2064,27,Male,Married,3,Research & Development,Manufacturing Director,2,6142,20,2,2,3,6,2,0,Yes,0
2065,49,Male,Married,3,Sales,Sales Executive,2,5390,14,2,4,2,9,6,0,No,0
2068,34,Male,Married,3,Research & Development,Laboratory Technician,2,4404,12,3,2,4,4,3,1,No,0
